Category,Items,Quantity,Restaurant,Route,Date,Destination Address,,,,,,,,,,,,,,,,, 
PROCESSED VEG,Kale Mix 12 x 1lb,1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,Kale Mix 12 x 1lb,1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Roasted Vegetable Sauce 1 x 1gal,2,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Roasted Vegetable Sauce 1 x 1gal,4,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Roasted Vegetable Sauce 1 x 1gal,1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
SAUCE,Roasted Vegetable Sauce 1 x 1gal,1,D009,Route 2,2/17/2022,80 Broad St.,,,,,,,,,,,,,,,,,
SAUCE,Roasted Vegetable Sauce 1 x 1gal,1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Roasted Vegetable Sauce 1 x 1gal,1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
SAUCE,Roasted Vegetable Sauce 1 x 1gal,2,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
SAUCE,Roasted Vegetable Sauce 1 x 1gal,3,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
SAUCE,Roasted Vegetable Sauce 1 x 1gal,2,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Roasted Vegetable Sauce 1 x 1gal,2,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Roasted Vegetable Sauce 1 x 1gal,1,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
SAUCE,Candied Sunflower Seeds 2 x 1lb,1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
SAUCE,Candied Sunflower Seeds 2 x 1lb,3,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,Candied Sunflower Seeds 2 x 1lb,1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Candied Sunflower Seeds 2 x 1lb,1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Candied Sunflower Seeds 2 x 1lb,1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Candied Sunflower Seeds 2 x 1lb,1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
SAUCE,Candied Sunflower Seeds 2 x 1lb,2,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
SAUCE,Candied Sunflower Seeds 2 x 1lb,2,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
SAUCE,Candied Sunflower Seeds 2 x 1lb,2,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
SAUCE,Candied Sunflower Seeds 2 x 1lb,2,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
SAUCE,Candied Sunflower Seeds 2 x 1lb,1,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
SAUCE,Candied Sunflower Seeds 2 x 1lb,2,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Candied Sunflower Seeds 2 x 1lb,2,D034,Route V,2/17/2022,127 4th Ave,,,,,,,,,,,,,,,,,
DELETE,"Beet, Red 25 x 1lb",2,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
DELETE,"Beet, Red 25 x 1lb",4,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
DELETE,"Beet, Red 25 x 1lb",1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
DELETE,"Beet, Red 25 x 1lb",2,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
DELETE,"Beet, Red 25 x 1lb",1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
DELETE,"Beet, Red 25 x 1lb",2,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
DELETE,"Beet, Red 25 x 1lb",2,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
DELETE,"Beet, Red 25 x 1lb",1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
DELETE,"Beet, Red 25 x 1lb",1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
DELETE,"Beet, Red 25 x 1lb",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
DELETE,"Beet, Red 25 x 1lb",2,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
DELETE,"Beet, Red 25 x 1lb",2,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
DELETE,"Beet, Red 25 x 1lb",2,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
DELETE,"Beet, Red 25 x 1lb",2,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
DELETE,"Beet, Red 25 x 1lb",2,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D009,Route 2,2/17/2022,80 Broad St.,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D034,Route V,2/17/2022,127 4th Ave,,,,,,,,,,,,,,,,,
REPACKED,Mesclun 1 x 3lb,1,D027,Route 1,2/17/2022,709 Lexington Ave.,,,,,,,,,,,,,,,,,
CASES,"Meatball, Cook 6 x 63each",1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
CASES,"Meatball, Cook 6 x 63each",1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
CASES,"Meatball, Cook 6 x 63each",0.5,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
CASES,"Meatball, Cook 6 x 63each",1,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
CASES,"Meatball, Cook 6 x 63each",0.5,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
CASES,"Meatball, Cook 6 x 63each",0.5,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
CASES,"Meatball, Cook 6 x 63each",0.5,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
CASES,"Meatball, Cook 6 x 63each",0.5,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
CASES,"Meatball, Cook 6 x 63each",0.5,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
CASES,"Meatball, Cook 6 x 63each",1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
CASES,"Meatball, Cook 6 x 63each",1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
CASES,"Meatball, Cook 6 x 63each",0.5,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
CASES,"Meatball, Cook 6 x 63each",1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
CASES,"Meatball, Cook 6 x 63each",0.5,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
CASES,"Meatball, Cook 6 x 63each",1,D034,Route V,2/17/2022,127 4th Ave,,,,,,,,,,,,,,,,,
DELETE,"Cabbage, Napa 40 x 1lb",1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
DELETE,"Cabbage, Napa 40 x 1lb",1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
DELETE,"Cabbage, Napa 40 x 1lb",1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
DELETE,"Cabbage, Napa 40 x 1lb",1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
DELETE,"Cabbage, Napa 40 x 1lb",1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
DELETE,"Cabbage, Napa 40 x 1lb",2,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
DELETE,"Cabbage, Napa 40 x 1lb",1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
DELETE,"Cabbage, Napa 40 x 1lb",1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
REPACKED,"Radish, Red 5 x 1lb",1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
REPACKED,"Radish, Red 5 x 1lb",2,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
REPACKED,"Radish, Red 5 x 1lb",1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
REPACKED,"Radish, Red 5 x 1lb",1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
REPACKED,"Radish, Red 5 x 1lb",1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
REPACKED,"Radish, Red 5 x 1lb",1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
REPACKED,"Radish, Red 5 x 1lb",1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
REPACKED,"Radish, Red 5 x 1lb",1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,2,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,6,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,2,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,2,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,3,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,3,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,4,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,4,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,3,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,4,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,2,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,3,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,5,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,4,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,3,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,6,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,4,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Garlic Aioli 1 x 1gal,2,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Squash, Butternut, Diced 1 x 40lb",0.5,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Squash, Butternut, Diced 1 x 40lb",0.5,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Squash, Butternut, Diced 1 x 40lb",1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Squash, Butternut, Diced 1 x 40lb",0.5,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Squash, Butternut, Diced 1 x 40lb",1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Squash, Butternut, Diced 1 x 40lb",0.5,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
PROCESSED VEG,"Squash, Butternut, Diced 1 x 40lb",1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",0.5,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D011,Route 3,2/17/2022,16 E 23rd St.,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",0.5,D009,Route 2,2/17/2022,80 Broad St.,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",0.5,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D034,Route V,2/17/2022,127 4th Ave,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
CASES,"Pasta, Cook 6 x 6.8lb",1,D027,Route 1,2/17/2022,709 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Rosemary Oil 1 x 1gal,1,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,Rosemary Oil 1 x 1gal,1,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
SAUCE,Rosemary Oil 1 x 1gal,1,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Rosemary Oil 1 x 1gal,1,D010,Route 1,2/17/2022,1178 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Rosemary Oil 1 x 1gal,2,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
SAUCE,Rosemary Oil 1 x 1gal,1,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
SAUCE,Rosemary Oil 1 x 1gal,1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
SAUCE,Rosemary Oil 1 x 1gal,1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Rosemary Oil 1 x 1gal,3,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Garlic Oil 1 x 1gal,1,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
SAUCE,Garlic Oil 1 x 1gal,2,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,Garlic Oil 1 x 1gal,2,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
SAUCE,Garlic Oil 1 x 1gal,2,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Garlic Oil 1 x 1gal,1,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
SAUCE,Garlic Oil 1 x 1gal,1,D009,Route 2,2/17/2022,80 Broad St.,,,,,,,,,,,,,,,,,
SAUCE,Garlic Oil 1 x 1gal,2,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
SAUCE,Garlic Oil 1 x 1gal,2,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
SAUCE,Garlic Oil 1 x 1gal,2,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
SAUCE,Garlic Oil 1 x 1gal,1,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
SAUCE,Garlic Oil 1 x 1gal,2,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
SAUCE,Garlic Oil 1 x 1gal,1,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
SAUCE,Garlic Oil 1 x 1gal,1,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Garlic Oil 1 x 1gal,2,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Garlic Oil 1 x 1gal,1,D027,Route 1,2/17/2022,709 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Salmon Lime Leaf Oil 24 x 1oz,1,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
SAUCE,Salmon Lime Leaf Oil 24 x 1oz,1,D002,Route 2,2/17/2022,80 Pine St.,,,,,,,,,,,,,,,,,
SAUCE,Salmon Lime Leaf Oil 24 x 1oz,1,D008,Route 1,2/17/2022,225 Liberty St.,,,,,,,,,,,,,,,,,
SAUCE,Chicken Breast Marinade 1 x 18.5oz,2,D025,Route 3,2/17/2022,1319 1st Ave.,,,,,,,,,,,,,,,,,
SAUCE,Chicken Breast Marinade 1 x 18.5oz,5,D023,Route 1,2/17/2022,166 N 4th St,,,,,,,,,,,,,,,,,
SAUCE,Chicken Breast Marinade 1 x 18.5oz,2,D007,Route 3,2/17/2022,2884 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Chicken Breast Marinade 1 x 18.5oz,2,D032,Route V,2/17/2022,127 4th ave,,,,,,,,,,,,,,,,,
SAUCE,Chicken Breast Marinade 1 x 18.5oz,3,D013,Route 3,2/17/2022,1297 Lexington Ave.,,,,,,,,,,,,,,,,,
SAUCE,Chicken Breast Marinade 1 x 18.5oz,2,D017 - Soho,Route 2,2/17/2022,70 Prince St.,,,,,,,,,,,,,,,,,
SAUCE,Chicken Breast Marinade 1 x 18.5oz,5,D014,Route V,2/17/2022,114 S. Ridge St. Rye Brook,,,,,,,,,,,,,,,,,
SAUCE,Chicken Breast Marinade 1 x 18.5oz,4,D021,Route 3,2/17/2022,100 W 67th St,,,,,,,,,,,,,,,,,
SAUCE,Chicken Breast Marinade 1 x 18.5oz,4,D015,Route 2,2/17/2022,856 8th Ave.,,,,,,,,,,,,,,,,,
SAUCE,Chicken Breast Marinade 1 x 18.5oz,4,D003,Route 2,2/17/2022,150 E 52nd St.,,,,,,,,,,,,,,,,,
SAUCE,Chicken Breast Marinade 1 x 18.5oz,2,D033,Route V,2/17/2022,275 7th Ave ,,,,,,,,,,,,,,,,,
SAUCE,Chicken Breast Marinade 1 x 18.5oz,2,R001,Route V,2/17/2022,286 Madison Ave,,,,,,,,,,,,,,,,,
SAUCE,Chicken Breast Marinade 1 x 18.5oz,2,D024,Route 1,2/17/2022,691 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Chicken Breast Marinade 1 x 18.5oz,3,D018,Route 3,2/17/2022,1407 Broadway,,,,,,,,,,,,,,,,,
SAUCE,Chicken Breast Marinade 1 x 18.5oz,2,D034,Route V,2/17/2022,127 4th Ave,,,,,,,,,,,,,,,,,
